ID,Label,Count
[U:1:135027900],[U:1:135027900],228
[U:1:435500579],[U:1:435500579],777
[U:1:35014908],[U:1:35014908],108
[U:1:384762419],[U:1:384762419],2
[U:1:128828742],[U:1:128828742],334
[U:1:125098066],[U:1:125098066],337
[U:1:105335193],[U:1:105335193],212
[U:1:76183207],[U:1:76183207],174
[U:1:350615048],[U:1:350615048],263
[U:1:118744021],[U:1:118744021],359
[U:1:491319310],[U:1:491319310],179
[U:1:66361304],[U:1:66361304],114
[U:1:997565725],[U:1:997565725],277
[U:1:142514683],[U:1:142514683],192
[U:1:114628943],[U:1:114628943],110
[U:1:89112868],[U:1:89112868],494
[U:1:96835314],[U:1:96835314],188
[U:1:167875908],[U:1:167875908],73
[U:1:123939183],[U:1:123939183],245
[U:1:479446967],[U:1:479446967],77
[U:1:195234821],[U:1:195234821],273
[U:1:97239732],[U:1:97239732],199
[U:1:125929526],[U:1:125929526],107
[U:1:350058571],[U:1:350058571],147
[U:1:1050119188],[U:1:1050119188],5
[U:1:171709099],[U:1:171709099],7
[U:1:184444257],[U:1:184444257],204
[U:1:137845628],[U:1:137845628],321
[U:1:903973347],[U:1:903973347],308
[U:1:84200483],[U:1:84200483],114
[U:1:441969963],[U:1:441969963],544
[U:1:171437358],[U:1:171437358],742
[U:1:917774524],[U:1:917774524],330
[U:1:102154804],[U:1:102154804],203
[U:1:258712292],[U:1:258712292],83
[U:1:164591543],[U:1:164591543],212
[U:1:268450908],[U:1:268450908],81
[U:1:46362398],[U:1:46362398],75
[U:1:48590998],[U:1:48590998],11
[U:1:94003138],[U:1:94003138],15
[U:1:294327194],[U:1:294327194],92
[U:1:214802567],[U:1:214802567],226
[U:1:220598203],[U:1:220598203],95
[U:1:379800153],[U:1:379800153],100
[U:1:350967976],[U:1:350967976],28
[U:1:139729546],[U:1:139729546],126
[U:1:484789989],[U:1:484789989],1
[U:1:349661340],[U:1:349661340],88
[U:1:252558392],[U:1:252558392],57
[U:1:122175550],[U:1:122175550],183
[U:1:280130096],[U:1:280130096],6
[U:1:381214365],[U:1:381214365],58
[U:1:878340621],[U:1:878340621],23
[U:1:970826789],[U:1:970826789],91
[U:1:108319474],[U:1:108319474],198
[U:1:57060842],[U:1:57060842],275
[U:1:166359895],[U:1:166359895],596
[U:1:209053604],[U:1:209053604],181
[U:1:341037235],[U:1:341037235],32
[U:1:16830691],[U:1:16830691],132
[U:1:90415976],[U:1:90415976],47
[U:1:79573594],[U:1:79573594],112
[U:1:83949754],[U:1:83949754],212
[U:1:209920373],[U:1:209920373],34
[U:1:97532411],[U:1:97532411],4
[U:1:1137964786],[U:1:1137964786],3
[U:1:207028368],[U:1:207028368],11
[U:1:100793365],[U:1:100793365],10
[U:1:230027013],[U:1:230027013],556
[U:1:52917641],[U:1:52917641],35
[U:1:159232938],[U:1:159232938],31
[U:1:86681866],[U:1:86681866],356
[U:1:112133467],[U:1:112133467],77
[U:1:140849778],[U:1:140849778],239
[U:1:137466897],[U:1:137466897],93
[U:1:190301470],[U:1:190301470],371
[U:1:108791890],[U:1:108791890],226
[U:1:345108152],[U:1:345108152],185
[U:1:474675360],[U:1:474675360],5
[U:1:272397048],[U:1:272397048],2
[U:1:335448112],[U:1:335448112],267
[U:1:210594027],[U:1:210594027],526
